i,t,Sg,Se,Pop,Sg_pc,Ve,V,Mi_c,Mi_e,Pg,Pe,Pd,l1_Pg,l1_Pe,l1_Pd,l2_Pg,l2_Pe,l2_Pd,gdp_pc,l1_gdp_pc,Temp_10,elec_cost,stations
27,2016,453962.27,31762.0,3358963,0.13514952978047096,75,584003.0,0.17386407650218236,0.022328319782027966,2.0699,1.7632,1.6482,1.9672,1.5365,1.6239,1.9324,1.6296,1.5846,9.3428,9.5178,0.0,0.6933333333333334,0.0
27,2017,455660.7,35056.88,3375823,0.1349776632246418,146,613700.0,0.18179270654889193,0.04324871298050875,2.0637,1.7127,1.6701,2.0699,1.7632,1.6482,1.9672,1.5365,1.6239,9.58,9.3428,0.0,0.7286666666666667,0.0
27,2018,417718.71,77575.13,3322820,0.12571210899176002,227,644320.0,0.19390758452158108,0.06831546698286395,2.3275,1.779,1.8405,2.0637,1.7127,1.6701,2.0699,1.7632,1.6482,9.5896,9.58,0.0,0.764,26.0
27,2019,437071.22,73609.02,3337357,0.13096328022444106,492,681487.0,0.2041996106499844,0.1474220468472507,2.2215,1.7399,1.8431,2.3275,1.779,1.8405,2.0637,1.7127,1.6701,9.927,9.5896,0.0,0.7993333333333335,220.0
27,2020,423867.37,64922.41,3351543,0.12646932174225423,941,710782.0,0.21207604974783256,0.28076620231338223,2.0737,1.6364,1.6834,2.2215,1.7399,1.8431,2.3275,1.779,1.8405,9.9514,9.927,0.0,0.8346666666666667,400.0
27,2021,439772.33,69661.78,3365351,0.1306765119002446,1760,746629.0,0.2218576903271011,0.5229766523610762,2.5037,2.0636,2.0551,2.0737,1.6364,1.6834,2.2215,1.7399,1.8431,10.5785,9.9514,0.0,0.87,800.0
28,2006,170814.53,12774.68,2000738,0.08537576134406404,0,212199.0,0.10606036372578519,0.0,2.55,2.05,1.86,2.3928,1.7946,1.7534,2.2456,1.5588,1.537,11.056,10.5482,0.33,0.31,0.0
28,2007,176382.29,16849.14,2000056,0.08818867571707993,0,235051.0,0.11752220937813741,0.0,2.4124,1.8189,1.7806,2.55,2.05,1.86,2.3928,1.7946,1.7534,11.3112,11.056,0.33,0.33266666666666667,0.0
28,2008,197333.27,29434.48,1999374,0.09869752732605305,0,261909.0,0.1309955015919983,0.0,2.278,1.6543,1.826,2.4124,1.8189,1.7806,2.55,2.05,1.86,12.4643,11.3112,0.33,0.35533333333333333,0.0
28,2009,210071.2,52496.42,2019679,0.10401217223132983,0,298755.0,0.14792202127169712,0.0,2.2099,1.5339,1.7679,2.278,1.6543,1.826,2.4124,1.8189,1.7806,11.6532,12.4643,0.33,0.378,0.0
28,2010,259063.29,39229.34,2054749,0.12608026089804644,1,339432.0,0.1651938995955224,0.00048667744819440236,2.1357,1.5792,1.6202,2.2099,1.5339,1.7679,2.278,1.6543,1.826,12.4549,11.6532,0.33,0.40066666666666667,0.0
28,2011,298401.15,25245.97,2089819,0.14278803571026966,6,380723.0,0.1821798921341992,0.0028710620393440772,2.0975,1.7057,1.5597,2.1357,1.5792,1.6202,2.2099,1.5339,1.7679,12.8589,12.4549,0.0,0.42333333333333334,0.0
28,2012,340092.12,21122.42,2110867,0.16111489733839224,10,418794.0,0.1983990464581615,0.004737389897137053,1.9963,1.6624,1.5244,2.0975,1.7057,1.5597,2.1357,1.5792,1.6202,13.3112,12.8589,0.0,0.446,0.0
28,2013,366897.07,20763.23,2195662,0.16710088802374864,22,452801.0,0.20622527511065,0.010019757139304683,1.974,1.6998,1.6039,1.9963,1.6624,1.5244,2.0975,1.7057,1.5597,12.8034,13.3112,0.0,0.4686666666666667,0.0
28,2014,403098.47,21510.9,2219574,0.18161073701530112,43,487925.0,0.21982821928892662,0.01937308690766787,1.8937,1.6103,1.5974,1.974,1.6998,1.6039,1.9963,1.6624,1.5244,12.454,12.8034,0.0,0.49133333333333334,0.0
28,2015,390746.96,45478.3,2242937,0.17421218696735577,64,516933.0,0.2304714755697552,0.028534015890771786,1.9614,1.5424,1.6239,1.8937,1.6103,1.5974,1.974,1.6998,1.6039,11.7889,12.454,0.0,0.514,0.0
28,2016,398251.99,25192.3,2265779,0.17576824129802598,88,538534.0,0.2376816097245142,0.0388387393474827,2.0151,1.7194,1.6427,1.9614,1.5424,1.6239,1.8937,1.6103,1.5974,10.8851,11.7889,0.0,0.5366666666666666,0.0
28,2017,401427.9,22413.35,2288116,0.1754403622893245,166,560076.0,0.24477605156381932,0.07254876938057336,1.9733,1.6808,1.6435,2.0151,1.7194,1.6427,1.9614,1.5424,1.6239,10.8876,10.8851,0.0,0.5593333333333333,0.0
28,2018,370116.04,48435.7,2278308,0.16245215308904679,256,581384.0,0.2551823546245723,0.11236408773528425,2.266,1.7995,1.8046,1.9733,1.6808,1.6435,2.0151,1.7194,1.6427,10.8001,10.8876,0.0,0.5820000000000001,26.0
28,2019,380080.42,54119.38,2298696,0.16534610057180243,541,604269.0,0.2628746906942023,0.2353508249894723,2.1576,1.7104,1.7792,2.266,1.7995,1.8046,1.9733,1.6808,1.6435,10.9234,10.8001,0.0,0.6046666666666667,220.0
28,2020,357524.12,40584.87,2318822,0.15418351214539106,977,623559.0,0.2689119734071869,0.42133462594369037,2.0784,1.6599,1.6458,2.1576,1.7104,1.7792,2.266,1.7995,1.8046,10.3342,10.9234,0.0,0.6273333333333333,400.0
28,2021,366043.71,36890.18,2338474,0.15653101552550938,1723,644927.0,0.2757896816470912,0.7368052841297359,2.4866,2.0764,2.0209,2.0784,1.6599,1.6458,2.1576,1.7104,1.7792,10.3523,10.3342,0.0,0.65,800.0
29,2006,1006425.23,95525.76,13950146,0.07214442271786976,0,1082625.0,0.07760671465373911,0.0,2.64,1.86,1.84,2.4444,1.7637,1.7534,2.3546,1.646,1.5588,9.2077,9.1928,0.44,0.37,0.0
29,2007,988911.79,173953.49,14226354,0.06951266571884827,0,1215557.0,0.08544402873708892,0.0,2.4986,1.6178,1.7519,2.64,1.86,1.84,2.4444,1.7637,1.7534,9.5793,9.2077,0.44,0.3993333333333333,0.0
29,2008,1050094.4,369506.46,14502563,0.07240750479760025,0,1380513.0,0.09519096727936986,0.0,2.3684,1.5367,1.8079,2.4986,1.6178,1.7519,2.64,1.86,1.84,9.7613,9.5793,0.44,0.42866666666666664,0.0
29,2009,1056462.81,541169.67,14637364,0.0721757558259807,0,1570314.0,0.10728120172457281,0.0,2.2879,1.4993,1.7419,2.3684,1.5367,1.8079,2.4986,1.6178,1.7519,10.2178,9.7613,0.44,0.458,0.0
29,2010,1273406.05,498360.45,14367449,0.08863132557491592,1,1778228.0,0.12376783101857539,6.960177829759479e-05,2.2175,1.5383,1.5874,2.2879,1.4993,1.7419,2.3684,1.5367,1.8079,10.4561,10.2178,0.44,0.48733333333333334,0.0
29,2011,1588825.7,254228.59,14097534,0.11270238468657,5,1988030.0,0.14101969890620586,0.0003546719589397692,2.1129,1.6135,1.4905,2.2175,1.5383,1.5874,2.2879,1.4993,1.7419,10.9103,10.4561,0.0,0.5166666666666666,0.0
29,2012,1842729.92,197612.31,14175341,0.12999545619396385,8,2210467.0,0.1559374832675983,0.0005643603212084986,1.9818,1.5317,1.4518,2.1129,1.6135,1.4905,2.2175,1.5383,1.5874,11.0155,10.9103,0.0,0.546,0.0
29,2013,1943731.38,245539.53,15044137,0.12920191965813657,19,2417531.0,0.16069589103050577,0.0012629504769864832,1.9877,1.5353,1.5628,1.9818,1.5317,1.4518,2.1129,1.6135,1.4905,10.8326,11.0155,0.0,0.5753333333333334,0.0
29,2014,2145017.18,271186.74,15126371,0.141806463691787,38,2615006.0,0.172877288280183,0.0025121689795919986,1.9453,1.5266,1.5781,1.9877,1.5353,1.5628,1.9818,1.5317,1.4518,10.9206,10.8326,0.0,0.6046666666666667,0.0
29,2015,2050793.53,508118.76,15203334,0.1348910396890577,60,2773953.0,0.18245688741693106,0.003946502786822943,2.0487,1.5016,1.618,1.9453,1.5266,1.5781,1.9877,1.5353,1.5628,11.0534,10.9206,0.0,0.634,0.0
29,2016,2210592.76,306047.15,15276566,0.14470482175117103,87,2891284.0,0.189262691628472,0.0056949971610111855,2.0699,1.6482,1.6318,2.0487,1.5016,1.618,1.9453,1.5266,1.5781,10.7446,11.0534,0.0,0.6633333333333333,0.0
29,2017,2251135.71,277356.95,15344447,0.14670686470486685,164,3002868.0,0.19569737508298604,0.010687905533513198,2.0318,1.6063,1.6329,2.0699,1.6482,1.6318,2.0487,1.5016,1.618,10.7164,10.7446,0.0,0.6926666666666668,0.0
29,2018,2010769.64,501277.13,14812617,0.13574708912003866,268,3122693.0,0.21081305214331808,0.01809268409491719,2.3121,1.7379,1.7841,2.0318,1.6063,1.6329,2.0699,1.6482,1.6318,11.3162,10.7164,0.0,0.722,26.0
29,2019,2043682.94,594999.6,14873064,0.13740833361572302,549,3254105.0,0.2187918373779606,0.03691236721633148,2.2363,1.6907,1.7595,2.3121,1.7379,1.7841,2.0318,1.6063,1.6329,11.0779,11.3162,0.0,0.7513333333333334,220.0
29,2020,2001075.8,494275.91,14930634,0.13402483779322433,1020,3370436.0,0.22573964374185315,0.06831592014110051,2.0455,1.5659,1.5941,2.2363,1.6907,1.7595,2.3121,1.7379,1.7841,10.7914,11.0779,0.0,0.7806666666666667,400.0
29,2021,2064159.04,465818.99,14985284,0.1377457404210691,1828,3491566.0,0.232999654861396,0.12198634340196689,2.5122,2.0422,1.9568,2.0455,1.5659,1.5941,2.2363,1.6907,1.7595,10.9842,10.7914,0.0,0.81,800.0
31,2006,2698050.56,371414.32,19479356,0.13850820119515245,0,3810448.0,0.1956146804853302,0.0,2.49,1.91,1.83,2.331,1.6193,1.7431,2.2456,1.4716,1.5588,14.7073,14.0844,25.22,0.43,0.0
31,2007,2827568.22,602743.95,19664708,0.14378897566137266,0,4202883.0,0.21372720103446236,0.0,2.355,1.6178,1.7423,2.49,1.91,1.83,2.331,1.6193,1.7431,15.5093,14.7073,25.22,0.4513333333333333,0.0
31,2008,2924880.57,957199.81,19850060,0.1473487017167706,0,4666805.0,0.23510281581012854,0.0,2.2147,1.4735,1.7899,2.355,1.6178,1.7423,2.49,1.91,1.83,16.3308,15.5093,25.22,0.4726666666666667,0.0
31,2009,3008093.69,1204429.53,20033665,0.15015194124489953,1,5115845.0,0.2553624112213117,4.9915978928468654e-05,2.1145,1.4299,1.7332,2.2147,1.4735,1.7899,2.355,1.6178,1.7423,15.5566,16.3308,25.22,0.494,0.0
31,2010,3677903.76,838161.04,19881183,0.1849942108575732,2,5605182.0,0.2819340277688707,0.00010059763546263821,2.062,1.5138,1.5956,2.1145,1.4299,1.7332,2.2147,1.4735,1.7899,17.4387,15.5566,25.22,0.5153333333333333,0.0
31,2011,4099918.36,568764.82,19728701,0.20781491695778653,9,6110577.0,0.3097303263909773,0.0004561881697127449,2.1436,1.6519,1.5213,2.062,1.5138,1.5956,2.1145,1.4299,1.7332,18.7238,17.4387,18.16,0.5366666666666666,0.0
31,2012,4459305.49,524092.21,19855332,0.22458982252223234,14,6594295.0,0.3321170857279042,0.0007051002723097252,2.0398,1.5462,1.5244,2.1436,1.6519,1.5213,2.062,1.5138,1.5956,19.0513,18.7238,18.16,0.558,0.0
31,2013,4655426.52,726896.12,20593356,0.22606448992577993,33,7032747.0,0.34150562929131123,0.0016024585793592847,1.9809,1.4325,1.6039,2.0398,1.5462,1.5244,2.1436,1.6519,1.5213,18.8526,19.0513,18.16,0.5793333333333333,0.0
31,2014,4986074.28,749658.98,20734097,0.24047704030708453,64,7428652.0,0.35828191601495835,0.003086703028349872,1.9195,1.4171,1.6296,1.9809,1.4325,1.6039,2.0398,1.5462,1.5244,18.3809,18.8526,18.16,0.6006666666666667,0.0
31,2015,4296429.03,1789938.3,20869101,0.20587513712258138,93,7749690.0,0.3713475726625694,0.00445634912591587,1.9614,1.3503,1.6471,1.9195,1.4171,1.6296,1.9809,1.4325,1.6039,17.0661,18.3809,18.16,0.622,0.0
31,2016,4512741.38,1447289.1,20997560,0.21491741802380848,133,8031921.0,0.38251687338909857,0.006334069291860578,2.0315,1.4839,1.6427,1.9614,1.3503,1.6471,1.9195,1.4171,1.6296,16.46,17.0661,18.16,0.6433333333333333,0.0
31,2017,4570210.88,1468581.61,21119536,0.2163973147894916,255,8348953.0,0.3953189596589622,0.012074128901316771,2.0478,1.4627,1.6648,2.0315,1.4839,1.6427,1.9614,1.3503,1.6471,16.6999,16.46,18.16,0.6646666666666666,0.0
31,2018,3572714.95,2488314.95,21040662,0.16980050104887384,405,8689872.0,0.4130037353387455,0.01924844379896412,2.3942,1.5688,1.8251,2.0478,1.4627,1.6648,2.0315,1.4839,1.6427,17.1132,16.6999,18.16,0.6859999999999999,26.0
31,2019,3300671.72,3190914.71,21168791,0.15592159797883592,857,9066576.0,0.42829918817753926,0.04048412590024626,2.2903,1.4745,1.7841,2.3942,1.5688,1.8251,2.0478,1.4627,1.6648,17.3022,17.1132,18.16,0.7073333333333334,220.0
31,2020,3239443.27,2743683.85,21292666,0.15213892285728806,1600,9266880.0,0.4352146415108376,0.07514324415740142,2.0925,1.406,1.6411,2.2903,1.4745,1.7841,2.3942,1.5688,1.8251,16.922,17.3022,18.16,0.7286666666666666,400.0
31,2021,3690060.85,2331020.92,21411923,0.17233673266992414,3111,9541404.0,0.4456117276341784,0.14529288191443618,2.5635,1.8842,1.9653,2.0925,1.406,1.6411,2.2903,1.4745,1.7841,18.6962,16.922,18.16,0.75,800.0
32,2006,461645.14,42426.78,3464285,0.13325841840379762,0,620150.0,0.17901240804379548,0.0,2.62,1.97,1.87,2.4341,1.5987,1.8359,2.3219,1.3735,1.6351,20.7906,19.844,6.45,0.29,0.0
32,2007,474983.77,70831.09,3458966,0.13731958336682118,0,697511.0,0.20165303735278114,0.0,2.5081,1.7231,1.7806,2.62,1.97,1.87,2.4341,1.5987,1.8359,21.6348,20.7906,6.45,0.3173333333333333,0.0
32,2008,485291.81,137246.77,3453646,0.14051579403332015,0,786748.0,0.2278021545925668,0.0,2.3774,1.6,1.8351,2.5081,1.7231,1.7806,2.62,1.97,1.87,24.2874,21.6348,6.45,0.3446666666666666,0.0
32,2009,511197.59,172831.93,3487199,0.14659260627225462,1,872508.0,0.2502030999664774,0.0002867631012741171,2.2792,1.5946,1.7939,2.3774,1.6,1.8351,2.5081,1.7231,1.7806,21.5203,24.2874,6.45,0.372,0.0
32,2010,638223.62,85759.13,3517127,0.18146163615928568,2,944266.0,0.2684765150647105,0.0005686459431234641,2.2011,1.6611,1.6529,2.2792,1.5946,1.7939,2.3774,1.6,1.8351,23.074,21.5203,6.45,0.3993333333333333,0.0
32,2011,715752.59,55732.65,3547055,0.20178784653747966,14,1018634.0,0.2871773908213997,0.0039469362612082415,2.2051,1.8286,1.5827,2.2011,1.6611,1.6529,2.2792,1.5946,1.7939,27.5827,23.074,2.25,0.42666666666666664,0.0
32,2012,821777.45,47371.0,3578067,0.22967078313513972,21,1099789.0,0.3073695936940253,0.005869090768842507,2.0544,1.7858,1.5317,2.2051,1.8286,1.5827,2.2011,1.6611,1.6529,27.9309,27.5827,2.25,0.45399999999999996,0.0
32,2013,861718.45,41948.7,3839366,0.22444290281259976,43,1170850.0,0.3049592042019438,0.011199765794665056,1.9809,1.7067,1.597,2.0544,1.7858,1.5317,2.2051,1.8286,1.5827,24.3007,27.9309,2.25,0.4813333333333333,0.0
32,2014,934933.59,42008.75,3885049,0.24064911150412774,86,1236888.0,0.3183712740817426,0.022136142941826475,1.9324,1.6812,1.6039,1.9809,1.7067,1.597,2.0544,1.7858,1.5317,24.453,24.3007,2.25,0.5086666666666666,0.0
32,2015,917021.22,63513.2,3929911,0.2333440172054787,115,1285926.0,0.3272150438012464,0.02926274920729757,1.9672,1.6297,1.6297,1.9324,1.6812,1.6039,1.9809,1.7067,1.597,21.0046,24.453,2.25,0.5359999999999999,0.0
32,2016,947149.01,41293.6,3973697,0.23835461284541826,141,1321840.0,0.332647406181196,0.03548332950398583,2.0151,1.7523,1.6373,1.9672,1.6297,1.6297,1.9324,1.6812,1.6039,17.4436,21.0046,2.25,0.5633333333333332,0.0
32,2017,937560.44,33730.63,4016356,0.23343559186486457,264,1359884.0,0.3385865197208614,0.06573122502088959,2.0052,1.7765,1.6808,2.0151,1.7523,1.6373,1.9672,1.6297,1.6297,17.2772,17.4436,2.25,0.5906666666666667,0.0
32,2018,909645.08,53054.62,3972388,0.22899200178834495,478,1402987.0,0.353184784567872,0.12033064242465741,2.2455,1.8251,1.7482,2.0052,1.7765,1.6808,2.0151,1.7523,1.6373,20.1993,17.2772,2.25,0.6179999999999999,26.0
32,2019,932664.15,61911.12,4018650,0.23208394610130267,952,1449206.0,0.36062010874298583,0.23689547484851878,2.192,1.7644,1.7546,2.2455,1.8251,1.7482,2.0052,1.7765,1.6808,19.203,20.1993,2.25,0.6453333333333333,220.0
32,2020,904269.24,40861.24,4064052,0.22250434787743859,1700,1491288.0,0.3669460922251979,0.4183017343282025,1.975,1.6881,1.5471,2.192,1.7644,1.7546,2.2455,1.8251,1.7482,17.9771,19.203,2.25,0.6726666666666666,400.0
32,2021,1040631.46,53869.41,4108508,0.25328694990979694,3523,1536195.0,0.37390580716892846,0.8574888986464186,2.4994,2.1234,1.8756,1.975,1.6881,1.5471,2.192,1.7644,1.7546,21.171,17.9771,2.25,0.7,800.0
33,2006,1660802.99,224254.94,15561720,0.10672361345661019,0,2826689.0,0.18164373860987088,0.0,2.56,1.88,1.82,2.4135,1.609,1.7431,2.311,1.4062,1.5697,25.9481,25.2305,10.12,0.33,0.0
33,2007,1635151.71,359404.27,15717041,0.10403686737217266,0,3027690.0,0.1926374054760053,0.0,2.422,1.6274,1.7327,2.56,1.88,1.82,2.4135,1.609,1.7431,26.0189,25.9481,10.12,0.364,0.0
33,2008,1616429.48,677059.6,15872362,0.10183925240616362,0,3254299.0,0.20502928297628292,0.0,2.3051,1.5187,1.7989,2.422,1.6274,1.7327,2.56,1.88,1.82,27.7304,26.0189,10.12,0.398,0.0
33,2009,1636890.68,872813.85,16010429,0.10223902682432806,1,3484470.0,0.21763751614650675,6.245928825517417e-05,2.2272,1.4819,1.7592,2.3051,1.5187,1.7989,2.422,1.6274,1.7327,26.5228,27.7304,10.12,0.43200000000000005,0.0
33,2010,1867262.45,746457.54,16061554,0.1162566492632033,3,3748477.0,0.2333819629159171,0.00018678142849689388,2.1684,1.5301,1.6283,2.2272,1.4819,1.7592,2.3051,1.5187,1.7989,27.9867,26.5228,10.12,0.466,0.0
33,2011,2280077.81,531759.96,16112678,0.14150830855057117,15,4022457.0,0.24964546551479525,0.0009309439436448739,2.1743,1.721,1.5366,2.1684,1.5301,1.6283,2.2272,1.4819,1.7592,29.3799,27.9867,8.36,0.5,0.0
33,2012,2470659.32,435277.07,16231365,0.15221512916504557,23,4312342.0,0.2656795654586044,0.0014170095983917557,2.0689,1.6188,1.4881,2.1743,1.721,1.5366,2.1684,1.5301,1.6283,30.292,29.3799,8.36,0.534,0.0
33,2013,2616821.21,583074.86,16369179,0.159862703560148,54,4587953.0,0.28027997005836397,0.0032988826134774385,2.0563,1.5696,1.5559,2.0689,1.6188,1.4881,2.1743,1.721,1.5366,30.5326,30.292,8.36,0.5680000000000001,0.0
33,2014,2861013.38,590305.33,16461173,0.17380373682969008,105,4851104.0,0.294699776255313,0.006378646284806071,2.0161,1.5781,1.591,2.0563,1.5696,1.5559,2.0689,1.6188,1.4881,30.0732,30.5326,8.36,0.6020000000000001,0.0
33,2015,2733573.24,664315.16,16550024,0.16517034899768124,149,5052153.0,0.30526559961484045,0.009003008092314548,2.0662,1.5889,1.6297,2.0161,1.5781,1.591,2.0563,1.5696,1.5559,27.3131,30.0732,8.36,0.6360000000000001,0.0
33,2016,2684903.52,480808.2,16635996,0.16139120975984847,198,5194105.0,0.3122208613178315,0.011901902356793065,2.1465,1.7742,1.6756,2.0662,1.5889,1.6297,2.0161,1.5781,1.591,24.4206,27.3131,8.36,0.67,0.0
33,2017,2522844.54,473762.91,16718956,0.15089725339309465,376,5319312.0,0.31816053586121046,0.022489442522607272,2.1861,1.7606,1.7127,2.1465,1.7742,1.6756,2.0662,1.5889,1.6297,24.5809,24.4206,8.36,0.704,0.0
33,2018,2001603.03,746351.28,17159960,0.11664380511376483,614,5460895.0,0.31823471616483956,0.03578096918640836,2.4864,1.8097,1.8302,2.1861,1.7606,1.7127,2.1465,1.7742,1.6756,25.897,24.5809,8.36,0.738,26.0
33,2019,2033178.94,796981.16,17264943,0.11776343194414253,1258,5632075.0,0.32621451458021034,0.07286441663896602,2.3886,1.8824,1.7644,2.4864,1.8097,1.8302,2.1861,1.7606,1.7127,25.3819,25.897,8.36,0.772,220.0
33,2020,1854930.42,563744.29,17366189,0.10681275091501077,2166,5732832.0,0.3301145691780736,0.12472511959877898,2.2383,1.8292,1.627,2.3886,1.8824,1.7644,2.4864,1.8097,1.8302,22.9067,25.3819,8.36,0.806,400.0
33,2021,1852349.68,585565.77,17463349,0.1060707015590194,4223,5872540.0,0.33627799570403133,0.24182074125644515,2.6917,2.2473,1.9354,2.2383,1.8292,1.627,2.3886,1.8824,1.7644,25.3748,22.9067,8.36,0.84,800.0
35,2006,7041660.74,3743678.35,41055734,0.17151467173866627,0,12391351.0,0.30181779236975764,0.0,2.44,1.42,1.86,2.3,1.2171,1.7843,2.1802,1.0683,1.5806,27.0554,26.4278,22.82,0.27,0.0
35,2007,7153912.53,5545120.15,41033686,0.1743424300220068,0,13438419.0,0.3274972421439302,0.0,2.3071,1.2158,1.771,2.44,1.42,1.86,2.3,1.2171,1.7843,28.7334,27.0554,22.82,0.29733333333333334,0.0
35,2008,7020308.36,7251252.89,41011638,0.17117844354326936,0,14553677.0,0.35486700141067273,0.0,2.1695,1.148,1.826,2.3071,1.2158,1.771,2.44,1.42,1.86,29.5767,28.7334,22.82,0.32466666666666666,0.0
35,2009,6696778.62,8609999.21,41384039,0.16182032449756778,2,15584857.0,0.376591008915297,4.832781063250013e-05,2.0799,1.1526,1.7679,2.1695,1.148,1.826,2.3071,1.2158,1.771,29.5291,29.5767,22.82,0.35200000000000004,0.0
35,2010,7436236.66,8374256.7,41485610,0.17924857944718664,3,16657416.0,0.4015227448746686,7.231423136841908e-05,2.0129,1.2438,1.612,2.0799,1.1526,1.7679,2.1695,1.148,1.826,30.473,29.5291,22.82,0.37933333333333336,0.0
35,2011,9461875.41,6490307.28,41587182,0.22751903242686652,17,17711806.0,0.42589579644997344,0.00040877980143016183,2.0284,1.4368,1.5213,2.0129,1.2438,1.612,2.0799,1.1526,1.7679,31.893,30.473,11.0,0.4066666666666667,0.0
35,2012,10305844.77,5834459.53,41901219,0.24595572672957317,24,18691848.0,0.44609317929390074,0.0005727756989599754,1.9164,1.3139,1.4736,2.0284,1.4368,1.5213,2.0129,1.2438,1.612,31.8222,31.893,11.0,0.43400000000000005,0.0
35,2013,10476822.09,6656752.87,43663669,0.23994369529505183,55,19621636.0,0.44938129225924645,0.00125962845678406,1.8712,1.2543,1.5559,1.9164,1.3139,1.4736,2.0284,1.4368,1.5213,31.2521,31.8222,11.0,0.4613333333333334,0.0
35,2014,10849785.85,7576593.25,44035304,0.24638834899379825,109,20453237.0,0.46447361871284004,0.0024752866472773755,1.8486,1.2367,1.5781,1.8712,1.2543,1.5559,1.9164,1.3139,1.4736,31.1285,31.2521,11.0,0.4886666666666667,0.0
35,2015,9436733.19,9456061.06,44396484,0.2125558679376502,164,21103338.0,0.47533804703994126,0.003693986217467131,1.8567,1.2223,1.5948,1.8486,1.2367,1.5781,1.8712,1.2543,1.5559,29.9656,31.1285,11.0,0.516,0.0
35,2016,9990516.46,8356468.94,44749699,0.22325326612811408,234,21625662.0,0.4832582672790715,0.0052290854515021435,1.9165,1.358,1.5935,1.8567,1.2223,1.5948,1.8486,1.2367,1.5781,28.902,29.9656,11.0,0.5433333333333333,0.0
35,2017,10472113.33,7688115.25,45094866,0.23222407025225444,440,22212073.0,0.4925632332514304,0.009757208281758726,1.9042,1.335,1.6116,1.9165,1.358,1.5935,1.8567,1.2223,1.5948,28.7778,28.902,11.0,0.5706666666666667,0.0
35,2018,8425692.44,9956761.3,45538936,0.18502172382771526,673,22863739.0,0.5020701186343045,0.014778562239574505,2.1481,1.3893,1.7328,1.9042,1.335,1.6116,1.9165,1.358,1.5935,28.4265,28.7778,11.0,0.5980000000000001,26.0
35,2019,7947691.13,11673779.17,45919049,0.1730804819150327,1424,23561184.0,0.5131026123820639,0.031011095199292998,2.0347,1.3319,1.7104,2.1481,1.3893,1.7328,1.9042,1.335,1.6116,28.7344,28.4265,11.0,0.6253333333333333,220.0
35,2020,7176931.3,10139673.62,46289333,0.1550450359697341,2563,24037984.0,0.5192985606424703,0.05536912791549621,1.9232,1.3025,1.5706,2.0347,1.3319,1.7104,2.1481,1.3893,1.7328,27.1058,28.7344,11.0,0.6526666666666667,400.0
35,2021,8848800.97,8466774.43,46649132,0.18968843771841243,4529,24420477.0,0.523492634332403,0.09708647955121652,2.3413,1.7688,1.9183,1.9232,1.3025,1.5706,2.0347,1.3319,1.7104,27.2153,27.1058,11.0,0.68,800.0
41,2006,1645806.4,520583.66,10387378,0.15844291023201426,0,2844716.0,0.2738627592064138,0.0,2.5,1.66,1.84,2.3619,1.4336,1.774,2.2674,1.2645,1.5915,17.852,17.867,46.5,0.26,0.0
41,2007,1639229.44,701253.42,10488774,0.15628417963815408,0,3107231.0,0.29624348851448223,0.0,2.3358,1.3785,1.7519,2.5,1.66,1.84,2.3619,1.4336,1.774,20.0251,17.852,46.5,0.2853333333333333,0.0
41,2008,1699665.49,904330.3,10590171,0.16049462185265942,0,3393214.0,0.3204116345241262,0.0,2.1786,1.2746,1.7989,2.3358,1.3785,1.7519,2.5,1.66,1.84,20.4008,20.0251,46.5,0.31066666666666665,0.0
41,2009,1604062.92,1193029.92,10686247,0.1501053569134234,1,3655421.0,0.3420677998552719,9.357822255091053e-05,2.1405,1.2739,1.7419,2.1786,1.2746,1.7989,2.3358,1.3785,1.7519,19.9548,20.4008,46.5,0.336,0.0
