i,t,Sg,Pop,Sg_pc,Ve,V,Mi_c,Mi_e,Pg,Pe,Pd,l1_Pg,l1_Pe,l1_Pd,l2_Pg,l2_Pe,l2_Pd,gdp_pc,l1_gdp_pc
11,2006,180781.71,1562417,0.11570644072613137,0,222032.0,0.14210802877848872,0.0,2.73,2.14,2.08,2.6507,1.8668,1.9597,2.6162,1.755,1.7659,11.25619621387888,11.518912428052179
11,2007,192110.87,1527991,0.12572774970533204,0,252790.0,0.16543945612245098,0.0,2.5656,1.8189,1.9816,2.73,2.14,2.08,2.6507,1.8668,1.9597,11.95963408253059,11.509800986982253
11,2008,211211.34,1493565,0.14141422703397574,0,295349.0,0.19774767084124226,0.0,2.4498,1.6814,2.0068,2.5656,1.8189,1.9816,2.73,2.14,2.08,13.465917162025088,12.235298257123057
11,2009,233616.64,1503928,0.15533764914277812,1,343361.0,0.2283094669425664,0.0006649254485587076,2.3225,1.6119,1.9672,2.4498,1.6814,2.0068,2.5656,1.8189,1.9816,14.220437633384046,13.373128611276604
11,2010,286145.9,1540192,0.18578586306122874,1,394280.0,0.25599405788369245,0.0006492697014398205,2.2666,1.6856,1.8247,2.3225,1.6119,1.9672,2.4498,1.6814,2.0068,15.522666654546965,13.885615773293202
11,2011,325210.12,1576455,0.20629204132055784,8,446685.0,0.2833477644461783,0.005074677044381222,2.2742,1.8209,1.7134,2.2666,1.6856,1.8247,2.3225,1.6119,1.9672,16.14828595843205,15.165600667320032
11,2012,365370.29,1590011,0.2297910454707546,12,492911.0,0.3100047735518811,0.007547117598557494,2.1415,1.7495,1.6261,2.2742,1.8209,1.7134,2.2666,1.6856,1.8247,16.197644213907953,16.0106100779177
11,2013,378462.95,1728214,0.21899079049238115,25,531964.0,0.30781141687314184,0.014465801110279166,2.0974,1.6793,1.7067,2.1415,1.7495,1.6261,2.2742,1.8209,1.7134,14.326393706682158,14.902339915195688
11,2014,406947.37,1748531,0.2327367201382189,50,569724.0,0.32583008250926065,0.02859543239439278,2.0612,1.6941,1.7778,2.0974,1.6793,1.7067,2.1415,1.7495,1.6261,14.357186401728079,14.15992863346432
11,2015,416855.03,1768204,0.2357505299162314,77,601181.0,0.3399952720387467,0.04354701154391688,2.0895,1.6122,1.8101,2.0612,1.6941,1.7778,2.0974,1.6793,1.7067,14.180968015285568,14.197448651965496
11,2016,431573.74,1787279,0.24146970898220144,113,625604.0,0.3500315283735779,0.06322460007642904,2.1246,1.8563,1.807,2.0895,1.6122,1.8101,2.0612,1.6941,1.7778,14.006220963319102,14.029619532540808
11,2017,436154.44,1805788,0.24153136470061823,225,648227.0,0.3589718172897372,0.12459934388754383,2.101,1.835,1.7659,2.1246,1.8563,1.807,2.0895,1.6122,1.8101,14.746096377647875,13.862659734752917
11,2018,427769.57,1757589,0.2433843008803537,354,676112.0,0.38468151541685797,0.20141227556613064,2.3019,1.9122,1.902,2.101,1.835,1.7659,2.1246,1.8563,1.807,14.964705443877948,15.150483921781486
11,2019,440066.88,1777225,0.24761461266862667,738,704059.0,0.39615636737047927,0.4152541180773397,2.2166,1.8578,1.8873,2.3019,1.9122,1.902,2.101,1.835,1.7659,14.887910837344737,14.799365120567176
11,2020,430076.78,1796460,0.2394023691036817,1433,727072.0,0.40472484775614265,0.797679881544816,2.0596,1.7257,1.7116,2.2166,1.8578,1.8873,2.3019,1.9122,1.902,15.157209895071418,14.728503466762412
11,2021,439880.44,1815278,0.24232125327360327,2489,749237.0,0.41273953631344623,1.3711398474503629,2.5037,2.1362,2.0636,2.0596,1.7257,1.7116,2.2166,1.8578,1.8873,14.958353031932297,15.000083341559806
11,2022,461219.1,1815278,0.2540762902431473,4185,770304.0,0.42434492127376633,2.3054320054559136,2.508,2.2132,2.8069,2.5037,2.1362,2.0636,2.0596,1.7257,1.7116,15.820872182222226,14.958353031932297
11,2023,478218.96,1815278,0.2634411698924352,7568,790667.0,0.4355624868477445,4.169058403175712,2.3355,1.8761,2.4281,2.508,2.2132,2.8069,2.5037,2.1362,2.0636,17.220572775023992,15.820872182222226
12,2006,54125.47,686652,0.0788251836446992,0,58688.0,0.08546978673330886,0.0,2.94,2.26,2.29,2.7435,2.0112,2.1556,2.6925,2.0167,1.9404,9.146161850107479,9.009036619859842
12,2007,59986.73,683364,0.08778151907329038,0,68508.0,0.10025111068186209,0.0,2.7953,1.9816,2.1731,2.94,2.26,2.29,2.7435,2.0112,2.1556,10.109169118215181,9.19016852907089
12,2008,69961.95,680075,0.10287387420505091,0,80705.0,0.11867073484542146,0.0,2.6848,1.8983,2.1876,2.7953,1.9816,2.1731,2.94,2.26,2.29,10.967194877623792,10.158059398301658
12,2009,75724.2,691132,0.10956546651001545,0,95982.0,0.13887650984182473,0.0,2.5739,1.8286,2.1319,2.6848,1.8983,2.1876,2.7953,1.9816,2.1731,11.62123418710174,10.79173740530029
12,2010,94983.8,718759,0.1321497191687339,1,112888.0,0.15705959855807022,0.0013912869264941377,2.4466,1.972,1.9802,2.5739,1.8286,2.1319,2.6848,1.8983,2.1876,11.606610838959929,11.174547833418433
12,2011,106948.78,746386,0.14328883446366894,5,127609.0,0.17096917680663892,0.006698946657627555,2.3895,1.9131,1.9285,2.4466,1.972,1.9802,2.5739,1.8286,2.1319,11.069527355148676,11.176999568587835
12,2012,118891.75,758786,0.15668679970373728,8,141181.0,0.18606168274058826,0.010543157095676515,2.2721,1.8293,1.8874,2.3895,1.9131,1.9285,2.4466,1.972,1.9802,11.426987779953768,10.888630318034334
12,2013,125329.99,776463,0.1614114130357789,20,153489.0,0.19767715911769138,0.025757827481798876,2.2276,1.8095,1.9329,2.2721,1.8293,1.8874,2.3895,1.9131,1.9285,11.756188050686253,11.166840338303306
12,2014,138151.75,790101,0.1748532782517678,44,166165.0,0.21030855548847552,0.05568908278814987,2.1965,1.8358,1.9775,2.2276,1.8095,1.9329,2.2721,1.8293,1.8874,12.565756238885914,11.55326349719846
12,2015,140258.84,803513,0.1745570264575682,63,177673.0,0.22112025567725724,0.07840570096563465,2.235,1.781,1.9731,2.1965,1.8358,1.9775,2.2276,1.8095,1.9329,11.626955364256707,12.356012373290786
12,2016,136817.74,816687,0.16752775543139536,86,186035.0,0.22779228762059395,0.10530350060671959,2.2396,1.8344,1.9658,2.235,1.781,1.9731,2.1965,1.8358,1.9775,10.68398450899794,11.439400634025029
12,2017,136592.56,829619,0.16464492737027478,161,194634.0,0.23460648803848513,0.19406498645763898,2.3244,1.9414,2.0318,2.2396,1.8344,1.9658,2.235,1.781,1.9731,10.527570934730281,10.517443858807477
12,2018,133872.32,869265,0.1540063386884322,244,204417.0,0.2351607392452244,0.28069691060838753,2.5531,2.0148,2.2455,2.3244,1.9414,2.0318,2.2396,1.8344,1.9658,10.328226443949774,10.047422674673431
12,2019,138001.4,881935,0.15647570399179078,493,214462.0,0.2431721158588785,0.5589981121057674,2.3837,1.9414,2.2657,2.5531,2.0148,2.2455,2.3244,1.9414,2.0318,9.957676968937621,10.179849716589091
12,2020,136417.72,894470,0.15251234809440228,919,223310.0,0.2496562210023813,1.0274240611758918,2.2665,1.8574,2.116,2.3837,1.9414,2.2657,2.5531,2.0148,2.2455,9.720609449394614,9.818131225865598
12,2021,138568.1,906876,0.1527971850616843,1831,231718.0,0.25551233024140013,2.0190191382283795,2.7002,2.2644,2.5037,2.2665,1.8574,2.116,2.3837,1.9414,2.2657,11.002059298735439,9.587632194699165
12,2022,149349.85,906876,0.16468607615594635,2969,239492.0,0.2640846157578324,3.273876472637935,2.6292,2.1768,3.0936,2.7002,2.2644,2.5037,2.2665,1.8574,2.116,11.225083537771427,11.002059298735439
12,2023,155529.5,906876,0.17150029331463176,5209,247107.0,0.2724815741071547,5.743894424375549,2.4165,1.7873,2.7254,2.6292,2.1768,3.0936,2.7002,2.2644,2.5037,11.853391970677357,11.225083537771427
13,2006,332061.53,3311026,0.10028961717606567,0,245586.0,0.07417217502973399,0.0,2.56,2.05,1.99,2.6507,1.8875,1.8978,2.311,1.6896,1.7114,16.247739433698197,14.76249970247893
13,2007,354301.33,3326060,0.10652283181902912,0,275584.0,0.08285599177405098,0.0,2.3645,1.6944,1.8955,2.56,2.05,1.99,2.6507,1.8875,1.8978,16.545409851776576,16.174298631473878
13,2008,388553.26,3341094,0.11629521947002988,0,309201.0,0.09254483711023993,0.0,2.2057,1.6091,1.9255,2.3645,1.6944,1.8955,2.56,2.05,1.99,16.75603474610412,16.470960078225875
13,2009,403312.31,3393369,0.11885306608270424,1,344538.0,0.10153272455780671,0.00029469238388162326,2.2272,1.5686,1.8806,2.2057,1.6091,1.9255,2.3645,1.6944,1.8955,16.154643478295466,16.497907287418492
13,2010,468688.2,3465878,0.13522928389285485,2,385963.0,0.11136081535472397,0.0005770543567892465,2.1357,1.6611,1.7429,2.2272,1.5686,1.8806,2.2057,1.6091,1.9255,17.56470452797242,15.81667513550679
13,2011,521355.1,3538387,0.14734258858626825,9,427610.0,0.12084885005512398,0.0025435318409207357,2.1359,1.7595,1.6596,2.1357,1.6611,1.7429,2.2272,1.5686,1.8806,18.4553524013908,17.204766748238676
13,2012,569396.75,3590985,0.15856283164647025,13,467196.0,0.13010246492257696,0.003620176636772362,2.0979,1.6914,1.5825,2.1359,1.7595,1.6596,2.1357,1.6611,1.7429,17.206097604918984,18.185032523806143
13,2013,590749.21,3807921,0.1551369395531052,30,509655.0,0.13384074932226797,0.007878314702432115,2.0494,1.6656,1.6244,2.0979,1.6914,1.5825,2.1359,1.7595,1.6596,17.351349137180105,16.225871914832265
13,2014,627353.97,3873743,0.16195033330812084,58,550827.0,0.14219502945858825,0.014972598853357076,2.0354,1.6361,1.6747,2.0494,1.6656,1.6244,2.0979,1.6914,1.5825,16.504386724158007,17.05651788407233
13,2015,617203.43,3938336,0.15671680374655694,82,580127.0,0.14730256636305283,0.020820976168615373,2.1011,1.6239,1.7403,2.0354,1.6361,1.6747,2.0494,1.6656,1.6244,15.074329714453008,16.233696805452862
13,2016,634172.72,4001667,0.15847713465413288,114,599668.0,0.14985454811707222,0.028488127572834022,2.0425,1.8015,1.7358,2.1011,1.6239,1.7403,2.0354,1.6361,1.6747,14.115473019419156,14.835761044159845
13,2017,644424.52,4063614,0.1585840879571731,215,621934.0,0.15304947763247198,0.05290856857959442,2.0265,1.7446,1.7074,2.0425,1.8015,1.7358,2.1011,1.6239,1.7403,14.040549409761852,13.900292343514911
13,2018,614179.33,4080611,0.15051160965845556,340,650030.0,0.15929722289137582,0.08332085562676766,2.307,1.8046,1.82,2.0265,1.7446,1.7074,2.0425,1.8015,1.7358,14.366564384573781,13.98206620263485
13,2019,647740.53,4144597,0.15628552788123912,727,684089.0,0.16505561336844088,0.17540909285028194,2.0741,1.6514,1.8185,2.307,1.8046,1.82,2.0265,1.7446,1.7074,14.665747716171198,14.144767430922718
13,2020,625946.68,4207714,0.1487616981572417,1376,714807.0,0.16988012968562027,0.3270184237807037,2.0079,1.5894,1.6411,2.0741,1.6514,1.8185,2.307,1.8046,1.82,14.550607855975953,14.445757004207035
13,2021,608234.64,4269995,0.14244387639798173,2393,743737.0,0.17417748732726854,0.5604222018995338,2.4097,1.9098,1.9483,2.0079,1.5894,1.6411,2.0741,1.6514,1.8185,14.378978183791785,14.338376598590864
13,2022,643995.49,4269995,0.1508187925278601,3866,781585.0,0.18304119794051282,0.9053874770345164,2.504,1.9587,2.6655,2.4097,1.9098,1.9483,2.0079,1.5894,1.6411,14.614629411884557,14.378978183791785
13,2023,619234.77,4269995,0.14502002227168884,6808,821127.0,0.1923016303297779,1.5943812580576793,2.4011,1.7333,2.2892,2.504,1.9587,2.6655,2.4097,1.9098,1.9483,15.492296938427328,14.614629411884557
14,2006,48344.95,403344,0.11986034253639573,0,51110.0,0.1267156571065889,0.0,2.86,2.23,2.25,2.6404,2.1041,2.135,2.2783,1.7659,1.8313,12.700166704847476,11.388583482337658
14,2007,52591.94,408064,0.12888159700439147,0,59608.0,0.14607512547051443,0.0,2.5273,1.972,2.1061,2.86,2.23,2.25,2.6404,2.1041,2.135,13.037149720141938,12.553266250882215
14,2008,62254.19,412783,0.15081577971961055,0,69169.0,0.16756746280733462,0.0,2.4317,1.9345,2.1695,2.5273,1.972,2.1061,2.86,2.23,2.25,13.647957734209015,12.888106979696353
14,2009,74627.01,421499,0.17705145207936435,1,79126.0,0.18772523778229605,0.002372484869477745,2.3399,1.8719,2.1145,2.4317,1.9345,2.1695,2.5273,1.972,2.1061,14.590176120465292,13.365737373991397
14,2010,85768.4,440832,0.19456028600464575,1,90637.0,0.20560440258420443,0.002268437862950058,2.3157,1.8902,1.9556,2.3399,1.8719,2.1145,2.4317,1.9345,2.1695,15.060499237804878,13.95031359928499
14,2011,88273.25,460165,0.1918295611356796,7,100239.0,0.2178327339106625,0.015211934849456174,2.182,1.8824,1.8055,2.3157,1.8902,1.9556,2.3399,1.8719,2.1145,14.65303090913042,14.427759607966708
14,2012,99430.0,469524,0.21176766256889956,10,109304.0,0.232797471481756,0.021298165801961134,2.0834,1.8584,1.735,2.182,1.8824,1.8055,2.3157,1.8902,1.9556,14.046923146207648,14.360952727230131
14,2013,108861.3,488072,0.22304352636496255,26,118354.0,0.242492910882001,0.053270828894097594,2.0631,1.8506,1.7958,2.0834,1.8584,1.735,2.182,1.8824,1.8055,14.687603364872396,13.51310368818535
14,2014,122815.08,496936,0.24714466249174943,50,127489.0,0.2565501392533445,0.10061657839238855,1.9968,1.7778,1.7971,2.0631,1.8506,1.7958,2.0834,1.8584,1.735,14.464733847215738,14.425616074303331
14,2015,123890.24,505665,0.24500457812978949,76,135649.0,0.26825862972521336,0.1502971334776977,2.072,1.7752,1.7985,1.9968,1.7778,1.7971,2.0631,1.8506,1.7958,13.891614359902308,14.215037582391505
14,2016,129943.6,514229,0.25269597786200315,110,142140.0,0.2764138156346686,0.21391247868167684,2.1246,2.0151,1.7796,2.072,1.7752,1.7985,1.9968,1.7778,1.7971,13.586597638211769,13.66026259759757
14,2017,137423.77,522636,0.26294355918842177,217,147813.0,0.28282207884646293,0.41520293282514026,1.9999,1.9467,1.734,2.1246,2.0151,1.7796,2.072,1.7752,1.7985,14.172564025057593,13.368046818244439
14,2018,140968.56,576568,0.24449598312774903,321,153347.0,0.2659651593567454,0.5567426565470162,2.184,1.9276,1.8456,1.9999,1.9467,1.734,2.1246,2.0151,1.7796,13.579521256816195,12.84686658260604
14,2019,153676.13,605761,0.2536910266590289,657,159457.0,0.2632341798167924,1.0845861651707522,2.02,1.8627,1.8037,2.184,1.9276,1.8456,1.9999,1.9467,1.734,13.256648996386364,12.925093249647963
14,2020,156555.17,631181,0.24803530207658345,1267,165407.0,0.2620595360126493,2.007348129934203,1.8762,1.7399,1.6787,2.02,1.8627,1.8037,2.184,1.9276,1.8456,13.397452031033886,12.722754570717433
14,2021,167862.0,652713,0.257175818468454,2166,171158.0,0.2622255110592251,3.3184569634739924,2.3499,2.1021,2.0551,1.8762,1.7399,1.6787,2.02,1.8627,1.8037,13.017806695898505,12.955490652706471
14,2022,185867.56,652713,0.2847615414431764,3675,177512.0,0.27196026431218623,5.630345956032743,2.4999,2.2899,2.8069,2.3499,2.1021,2.0551,1.8762,1.7399,1.6787,13.896037187094482,13.017806695898505
14,2023,183252.1,652713,0.28075448167877765,6916,181957.0,0.2787703018018639,10.595774865829238,2.266,1.9108,2.4976,2.4999,2.2899,2.8069,2.3499,2.1021,2.0551,15.738327712792605,13.896037187094482
15,2006,435939.38,7110465,0.06130954585951833,0,396594.0,0.05577609903149794,0.0,2.66,2.32,1.94,2.5372,2.0834,1.8359,2.5617,2.1039,1.6678,8.712059562475872,8.197668449883375
15,2007,493385.98,7215978,0.06837409703854419,0,455960.0,0.06318755406405063,0.0,2.5177,2.0391,1.8285,2.66,2.32,1.94,2.5372,2.0834,1.8359,9.093848900952857,8.584670656825727
15,2008,559079.29,7321490,0.07636140867501015,0,532238.0,0.0726953120198211,0.0,2.4859,1.9435,1.8893,2.5177,2.0391,1.8285,2.66,2.32,1.94,9.687261413154973,8.96279495083651
15,2009,585376.66,7431020,0.0787747388649203,0,618127.0,0.08318198578391661,0.0,2.3919,1.8199,1.8459,2.4859,1.9435,1.8893,2.5177,2.0391,1.8285,8.997332219708735,9.544475396890334
15,2010,674940.64,7559806,0.08928015348542014,1,710700.0,0.09401034894281679,0.00013227852672409847,2.2666,1.7429,1.6938,2.3919,1.8199,1.8459,2.4859,1.9435,1.8893,10.9373862239322,8.844057065922062
15,2011,768592.56,7688593,0.0999653070464258,6,814615.0,0.1059511148528736,0.0007803768517854957,2.1667,1.7979,1.6212,2.2666,1.7429,1.6938,2.3919,1.8199,1.8459,11.852624100066162,10.754180641373525
15,2012,909505.43,7777543,0.11693994234425963,9,929962.0,0.11957015216759329,0.001157177787380925,2.0616,1.6987,1.6043,2.1667,1.7979,1.6212,2.2666,1.7429,1.6938,11.775287325675986,11.717068319313695
15,2013,996173.28,7969654,0.12499580031956219,21,1049456.0,0.13168150085311106,0.002634995195525427,2.0425,1.7341,1.6998,2.0616,1.6987,1.6043,2.1667,1.7979,1.6212,12.101167478061157,11.491440345189389
15,2014,1098714.35,8073924,0.13608182960354842,40,1163274.0,0.1440778981818506,0.004954220525236552,2.0097,1.7327,1.7327,2.0425,1.7341,1.6998,2.0616,1.6987,1.6043,11.3827999098208,11.944887987080385
15,2015,1131966.26,8175113,0.13846490684593596,60,1263069.0,0.15450171759093728,0.007339348092191509,2.0604,1.7112,1.7694,2.0097,1.7327,1.7327,2.0425,1.7341,1.6998,10.980868942704523,11.241907161295506
15,2016,1154585.46,8272724,0.13956533059727363,85,1340306.0,0.16201507508288684,0.010274729339453365,2.1794,1.9384,1.7961,2.0604,1.7112,1.7694,2.0097,1.7327,1.7327,10.590612222443296,10.851304170766486
15,2017,1154058.16,8366628,0.137935875719585,173,1406011.0,0.16804990015093296,0.020677386397482952,2.1382,1.9148,1.7925,2.1794,1.9384,1.7961,2.0604,1.7112,1.7694,11.353383793255778,10.471747029663563
15,2018,1136547.74,8513497,0.1334995172958891,263,1474349.0,0.17317783749732923,0.03089212341297589,2.3019,1.8917,1.9071,2.1382,1.9148,1.7925,2.1794,1.9384,1.7961,11.098489817897393,11.15752301779163
15,2019,1176565.93,8602865,0.13676443022179238,577,1547891.0,0.17992738465615815,0.06707067936088733,2.2313,1.848,1.9315,2.3019,1.8917,1.9071,2.1382,1.9148,1.7925,11.650132641439798,10.983196850026125
15,2020,1208775.16,8690745,0.13908763402907345,1240,1620618.0,0.1864763032398258,0.14268051818342387,2.0596,1.8057,1.7822,2.2313,1.848,1.9315,2.3019,1.8917,1.9071,13.111879817184832,11.532327590603566
15,2021,1244976.24,8777124,0.14184330083521662,2327,1696558.0,0.19329315616368187,0.2651210123042582,2.4951,2.2302,2.1106,2.0596,1.8057,1.7822,2.2313,1.848,1.9315,13.982142433204773,12.982840844199078
15,2022,1301558.19,8777124,0.1482898259156416,3060,1773305.0,0.20203713653811886,0.3486335615174173,2.4959,2.2132,2.823,2.4951,2.2302,2.1106,2.0596,1.8057,1.7822,11.567711120533332,13.982142433204773
15,2023,1384124.36,8777124,0.15769679908817513,5211,1865832.0,0.21257897233763587,0.5937024474076018,2.1347,1.7564,2.3895,2.4959,2.2132,2.823,2.4951,2.2302,2.1106,11.857498044667022,11.567711120533332
16,2006,64644.76,615715,0.10499136775943416,0,48114.0,0.0781432968175211,0.0,2.58,2.19,2.0,2.5372,2.0834,1.8875,2.5072,2.0385,1.7441,11.55428503755796,10.060592328756
16,2007,72340.09,614440,0.11773336696829632,0,55810.0,0.0908306750862574,0.0,2.3358,1.9146,1.905,2.58,2.19,2.0,2.5372,2.0834,1.8875,12.3850456363518,11.578260874780288
16,2008,82509.63,613166,0.13456328302612997,0,64816.0,0.10570710052416475,0.0,2.3594,1.9345,1.9526,2.3358,1.9146,1.905,2.58,2.19,2.0,13.188931448416906,12.410778550669802
16,2009,86003.95,626609,0.1372529759387433,0,75172.0,0.11996635860640367,0.0,2.3485,1.7506,1.9412,2.3594,1.9345,1.9526,2.3358,1.9146,1.905,12.961223503811786,12.905981785291944
16,2010,99396.5,655459,0.15164411503999486,1,87498.0,0.1334911870917937,0.0015256484387276702,2.332,1.7838,1.8329,2.3485,1.7506,1.9412,2.3594,1.9345,1.9526,12.567979080308609,12.39073580269704
16,2011,109515.6,684309,0.16003822834421294,6,98747.0,0.14430177010677925,0.008767968856174624,2.1513,1.7518,1.721,2.332,1.7838,1.8329,2.3485,1.7506,1.9412,12.69400699903114,12.038121667258505
16,2012,127984.5,698602,0.18320087832557022,10,106624.0,0.15262481355621657,0.014314301991691978,1.9673,1.6551,1.5898,2.1513,1.7518,1.721,2.332,1.7838,1.8329,13.627029816118478,12.434294828099548
16,2013,137899.8,734996,0.18761979657032146,24,114688.0,0.15603894442962954,0.032653238929191454,1.9534,1.6587,1.6039,1.9673,1.6551,1.5898,2.1513,1.7518,1.721,13.815271517259957,12.952274956054184
16,2014,154417.4,750912,0.2056398086593369,46,123186.0,0.16404851700332396,0.06125884258075513,1.9066,1.8036,1.6683,1.9534,1.6587,1.6039,1.9673,1.6551,1.5898,13.164159997709453,13.522449107352125
16,2015,153753.22,766679,0.2005444521109878,67,129993.0,0.16955335935900162,0.08738989851032831,1.944,1.6588,1.7403,1.9066,1.8036,1.6683,1.9534,1.6587,1.6039,12.398885355800797,12.89343481717903
16,2016,151537.69,782295,0.1937091378572022,94,133730.0,0.1709457429741977,0.12015927495382177,1.9987,2.0042,1.933,1.944,1.6588,1.7403,1.9066,1.8036,1.6683,11.630423946465207,12.151381544941485
16,2017,154728.34,797722,0.19396273388473678,181,138573.0,0.17371089176429885,0.22689608660661234,1.968,1.9893,1.9042,1.9987,2.0042,1.933,1.944,1.6588,1.7403,11.87589388872314,11.405505302849864
16,2018,158010.2,829494,0.19048986490559305,281,144725.0,0.17447383585655835,0.3387607384742988,2.0866,1.9686,1.9943,1.968,1.9893,1.9042,1.9987,2.0042,1.933,11.85703464111856,11.421013081107278
16,2019,170073.11,845731,0.20109598678539628,576,152415.0,0.18021687747049595,0.6810676207919539,1.9414,1.8234,2.0446,2.0866,1.9686,1.9943,1.968,1.9893,1.9042,11.62406657920781,11.629394089373571
16,2020,173347.57,861773,0.20115224078730712,1069,159196.0,0.18473078177199798,1.240465876744804,1.6599,1.7822,1.7304,1.9414,1.8234,2.0446,2.0866,1.9686,1.9943,11.309695535715322,11.407683290263213
16,2021,190356.68,877613,0.2169027578214999,1779,164234.0,0.1871371549874489,2.0270893890587307,2.1491,2.2687,2.0123,1.6599,1.7822,1.7304,1.9414,1.8234,2.0446,10.690965410038364,11.10556731828266
16,2022,195870.69,877613,0.22318572081316024,3060,168243.0,0.19170522770287132,3.48673048370979,2.2172,2.3505,2.6574,2.1491,2.2687,2.0123,1.6599,1.7822,1.7304,11.569072293026654,10.690965410038364
16,2023,199283.31,877613,0.2270742457096693,5737,171753.0,0.1957047126694796,6.537049929752635,2.0189,2.0614,2.3046,2.2172,2.3505,2.6574,2.1491,2.2687,2.0123,13.054044538310167,11.569072293026654
17,2006,133259.67,1332441,0.10001168532040068,0,161458.0,0.12117459609843888,0.0,2.75,2.02,1.88,2.5785,1.6812,1.8153,2.4091,1.5043,1.6787,8.751270839684459,8.320404491906208
17,2007,157048.59,1306477,0.12020769596403151,0,181357.0,0.13881377169288092,0.0,2.6134,1.6657,1.7806,2.75,2.02,1.88,2.5785,1.6812,1.8153,9.874473528198353,8.925187407738521
17,2008,174092.44,1280513,0.13595523044279909,0,202996.0,0.15852709031458487,0.0,2.4769,1.5729,1.826,2.6134,1.6657,1.7806,2.75,2.02,1.88,11.009470299950099,10.074690808839895
17,2009,177626.18,1292051,0.1374761367778826,0,226198.0,0.17506894077710555,0.0,2.3745,1.4993,1.7852,2.4769,1.5729,1.826,2.6134,1.6657,1.7806,11.487892125388239,10.911155861649425
17,2010,217260.88,1346472,0.16135566131341758,1,255821.0,0.18999355352357866,0.0007426816153622206,2.3075,1.5465,1.7183,2.3745,1.4993,1.7852,2.4769,1.5729,1.826,12.183555246600003,11.023580518941353
17,2011,249674.17,1400892,0.17822513798351336,6,284758.0,0.20326905999891498,0.0042829854121516865,2.2358,1.6212,1.552,2.3075,1.5465,1.7183,2.3745,1.4993,1.7852,12.090001120857282,11.710264602838762
17,2012,296202.18,1417694,0.20893237891956937,9,314290.0,0.22169099960922456,0.00634833751147991,2.1124,1.5753,1.4881,2.2358,1.6212,1.552,2.3075,1.5465,1.7183,12.478519283851098,11.946714770747425
17,2013,312274.29,1478164,0.2112582162737017,22,342815.0,0.2319194622518205,0.014883328236920937,2.0837,1.5422,1.5559,2.1124,1.5753,1.4881,2.2358,1.6212,1.552,12.807619168847298,11.968037320351462
17,2014,350345.44,1496880,0.23405045160600715,45,370472.0,0.24749612527390305,0.03006253006253006,2.0097,1.5073,1.591,2.0837,1.5422,1.5559,2.1124,1.5753,1.4881,12.906410681417347,12.64748114818823
17,2015,348183.44,1515126,0.2298049403151949,71,395641.0,0.2611274573863824,0.04686078913568904,2.0487,1.5365,1.653,2.0097,1.5073,1.591,2.0837,1.5422,1.5559,13.0947291388967,12.750984420305636
17,2016,363558.29,1532902,0.2371699495466768,105,412191.0,0.2688958589655438,0.06849752952243522,2.1137,1.7742,1.6592,2.0487,1.5365,1.653,2.0097,1.5073,1.591,13.071223917575944,12.942878658453052
17,2017,379334.98,1550194,0.24470161799103854,206,428001.0,0.276095120997759,0.13288659354893645,2.0637,1.8031,1.6276,2.1137,1.7742,1.6592,2.0487,1.5365,1.653,13.463726441787287,12.925417906210448
17,2018,348974.01,1555229,0.22438754035579328,318,445066.0,0.28617393322783974,0.20447149583759047,2.3839,1.8815,1.7995,2.0637,1.8031,1.6276,2.1137,1.7742,1.6592,13.429698554425103,13.420138093939864
17,2019,365402.2,1572866,0.23231616679361117,697,463035.0,0.29438935039602865,0.44314010220832545,2.2461,1.8087,1.7792,2.3839,1.8815,1.7995,2.0637,1.8031,1.6276,14.0589775518067,13.279107472028768
