i,t,Sg,Pop,Sg_pc,Ve,V,Mi_c,Mi_e,Pg,Pe,Pd,l1_Pg,l1_Pe,l1_Pd,l2_Pg,l2_Pe,l2_Pd,gdp_pc,l1_gdp_pc
17,2020,352986.1,1590248,0.22196921486459972,1370,481035.0,0.30249055493231247,0.8615008476665275,2.1395,1.6975,1.6082,2.2461,1.8087,1.7792,2.3839,1.8815,1.7995,14.484887991244134,13.905307716783796
17,2021,368813.5,1607363,0.22945252565848537,2502,499547.0,0.310786673576535,1.5565867822016557,2.572,2.1362,1.9653,2.1395,1.6975,1.6082,2.2461,1.8087,1.7792,15.037707559337871,14.330654717260508
17,2022,396133.55,1607363,0.24644933969489155,4118,518125.0,0.3223447348234344,2.561960179498968,2.5726,2.1203,2.6615,2.572,2.1362,1.9653,2.1395,1.6975,1.6082,15.570455105349568,15.037707559337871
17,2023,428409.98,1607363,0.26652970113160496,7190,538257.0,0.3348695969734279,4.473165053569106,2.2235,1.714,2.1772,2.5726,2.1203,2.6615,2.572,2.1362,1.9653,16.360428675352114,15.570455105349568
21,2006,306351.74,6184538,0.04953510512830546,0,311516.0,0.05037013274071564,0.0,2.73,2.07,1.89,2.4238,1.8771,1.774,2.311,1.8095,1.5697,6.471814648725579,5.838848264575301
21,2007,327629.24,6245038,0.052462329292471875,0,366851.0,0.05874279708145891,0.0,2.6134,1.7902,1.7902,2.73,2.07,1.89,2.4238,1.8771,1.774,6.22816421044996,6.4091177065695994
21,2008,371604.66,6305537,0.058933071045336814,0,431493.0,0.0684308093029983,0.0,2.3955,1.6271,1.817,2.6134,1.7902,1.7902,2.73,2.07,1.89,6.999472808564916,6.168407570124479
21,2009,392331.05,6367138,0.06161811633421484,0,512579.0,0.08050383076352358,0.0,2.2532,1.5426,1.7766,2.3955,1.6271,1.817,2.6134,1.7902,1.7902,6.980794575946053,6.931754074577934
21,2010,522287.34,6506450,0.08027224369663949,0,616036.0,0.09468081672801605,0.0,2.1111,1.5629,1.6202,2.2532,1.5426,1.7766,2.3955,1.6271,1.817,7.1174961768706435,6.831326209330741
21,2011,628889.23,6645761,0.09463013039439727,3,730185.0,0.10987229303009843,0.0004514155715199508,2.036,1.6826,1.552,2.1111,1.5629,1.6202,2.2532,1.5426,1.7766,7.243571385398903,6.9682964825247256
21,2012,750762.9,6714314,0.11181528001222463,5,835478.0,0.12443236941257141,0.0007446777139109074,1.9164,1.5898,1.4881,2.036,1.6826,1.552,2.1111,1.5629,1.6202,7.705214227023044,7.169614678997735
21,2013,803208.64,6794301,0.11821799475766528,14,937702.0,0.13801302002958069,0.0020605504525042385,1.9329,1.6107,1.549,1.9164,1.5898,1.4881,2.036,1.6826,1.552,7.926581130788877,7.614503354723319
21,2014,887026.28,6850884,0.12947617854863694,29,1033920.0,0.15091775017647358,0.004233030365132441,1.9259,1.6361,1.5717,1.9329,1.6107,1.549,1.9164,1.5898,1.4881,8.27409300217315,7.861113704961287
21,2015,889941.82,6904241,0.128897849886758,42,1118784.0,0.1620430109551506,0.006083217547012047,1.9265,1.5889,1.6239,1.9259,1.6361,1.5717,1.9329,1.6107,1.549,7.794950312264593,8.210149582423325
21,2016,928346.35,6954036,0.13349748980304388,63,1179388.0,0.16959762647187906,0.009059487181257042,1.9603,1.7632,1.6701,1.9265,1.5889,1.6239,1.9259,1.6361,1.5717,7.782434870239383,7.739133869726875
21,2017,955006.37,7000229,0.13642501838154153,119,1236385.0,0.17662065055300333,0.016999443875336077,1.9095,1.7446,1.6276,1.9603,1.7632,1.6701,1.9265,1.5889,1.6239,7.827293344289166,7.731080262559982
21,2018,943358.35,7035055,0.13409395520006595,193,1292141.0,0.18367176944601002,0.027434042804214038,2.1327,1.8148,1.7584,1.9095,1.7446,1.6276,1.9603,1.7632,1.6701,8.172544199398583,7.788545485458181
21,2019,949378.15,7075181,0.13418429153967934,383,1347875.0,0.1905074937305491,0.05413289073452679,2.1429,1.7939,1.7743,2.1327,1.8148,1.7584,1.9095,1.7446,1.6276,7.7301633601741075,8.126194641903862
21,2020,926654.67,7114598,0.1302469471922377,750,1401570.0,0.19699918393140414,0.10541705940377798,1.9703,1.7022,1.5988,2.1429,1.7939,1.7743,2.1327,1.8148,1.7584,7.93030504933659,7.687335944040689
21,2021,961286.85,7153262,0.13438440392648837,1357,1456263.0,0.20358026869419854,0.18970366246895473,2.4054,2.085,1.9611,1.9703,1.7022,1.5988,2.1429,1.7939,1.7743,8.155789997150949,7.887441064426272
21,2022,1003775.94,7153262,0.14032422410922457,2222,1512953.0,0.211505324424018,0.31062751511128767,2.4474,2.1203,2.6857,2.4054,2.085,1.9611,1.9703,1.7022,1.5988,8.402257420041375,8.155789997150949
21,2023,1077536.98,7153262,0.15063574911697628,3748,1577043.0,0.22046487322846556,0.5239567626629641,2.0421,1.714,2.1579,2.4474,2.1203,2.6857,2.4054,2.085,1.9611,8.529468911679734,8.402257420041375
22,2006,195720.65,3036290,0.06446045996923877,0,252951.0,0.08330923594254831,0.0,2.52,2.12,1.91,2.5063,1.9803,1.7843,2.3764,1.7986,1.5806,5.92788853890768,5.074678045180137
22,2007,213323.77,3074086,0.06939421018149784,0,288900.0,0.09397915347846482,0.0,2.4507,1.838,1.8189,2.52,2.12,1.91,2.5063,1.9803,1.7843,5.655451698033171,5.8550049321326725
22,2008,246146.29,3111881,0.07909887621024068,0,336132.0,0.10801569854374252,0.0,2.3503,1.7266,1.8441,2.4507,1.838,1.8189,2.52,2.12,1.91,6.058409554510599,5.586764046761428
22,2009,279290.04,3145325,0.08879528824525287,0,388961.0,0.1236632144531964,0.0,2.2272,1.6379,1.8026,2.3503,1.7266,1.8441,2.4507,1.838,1.8189,6.531081049462297,5.9939909493931465
22,2010,345390.95,3142826,0.10989820944589361,0,455652.0,0.14498161845421922,0.0,2.062,1.6365,1.6611,2.2272,1.6379,1.8026,2.3503,1.7266,1.8441,7.085708531111808,6.536274200957991
22,2011,373985.9,3140328,0.11909134969340783,4,525565.0,0.1673599063537312,0.0012737522959385135,2.0437,1.7518,1.5674,2.062,1.6365,1.6611,2.2272,1.6379,1.8026,7.626315282161608,7.091344916836713
22,2012,454910.23,3160748,0.1439248652534147,5,595328.0,0.18835035251149412,0.0015819040303118122,1.8729,1.6551,1.5099,2.0437,1.7518,1.5674,2.062,1.6365,1.6611,7.749078032478388,7.577045502330461
22,2013,500001.49,3184166,0.15702745711121843,13,665846.0,0.20911158526282864,0.004082701718440559,1.8643,1.6519,1.5765,1.8729,1.6551,1.5099,2.0437,1.7518,1.5674,7.816206420896398,7.692087313601112
22,2014,569210.19,3194718,0.17817227999466617,30,734309.0,0.2298509602412482,0.009390500194383354,1.8229,1.6425,1.5974,1.8643,1.6519,1.5765,1.8729,1.6551,1.5099,8.710590769451326,7.790389866773844
22,2015,579918.42,3204028,0.180996676683225,45,791932.0,0.24716762774857148,0.014044821081463708,1.8974,1.5889,1.6762,1.8229,1.6425,1.5974,1.8643,1.6519,1.5765,8.379622395528378,8.685280254042723
22,2016,596027.06,3212180,0.18555219819561794,66,837306.0,0.2606659651700714,0.020546793766227298,2.0042,1.692,1.7194,1.8974,1.5889,1.6762,1.8229,1.6425,1.5974,8.17956857461288,8.35835625173558
22,2017,607778.96,3219257,0.18879479333274726,132,878559.0,0.2729073820449874,0.04100325012883407,1.9414,1.6329,1.6755,2.0042,1.692,1.7194,1.8974,1.5889,1.6762,8.623108313098333,8.161587156291032
22,2018,557661.83,3264531,0.17082448596750957,214,918548.0,0.281372117464959,0.06555306106757755,2.266,1.7431,1.8353,1.9414,1.6329,1.6755,2.0042,1.692,1.7194,9.037071227903793,8.503519126851605
22,2019,560883.72,3273227,0.17135497171445793,449,957370.0,0.29248506137826674,0.13717349881325067,2.2313,1.6907,1.8136,2.266,1.7431,1.8353,1.9414,1.6329,1.6755,9.06013943398976,9.013062391548157
22,2020,519740.88,3281480,0.15838611845874423,857,985833.0,0.3004232846154784,0.2611626461230908,2.0643,1.6129,1.6505,2.2313,1.6907,1.8136,2.266,1.7431,1.8353,9.068589114789669,9.037352968508111
22,2021,535982.11,3289290,0.1629476604373588,1512,1017612.0,0.3093713232946928,0.45967366817763106,2.6062,2.0978,2.0337,2.0643,1.6129,1.6505,2.2313,1.6907,1.8136,9.086507097337115,9.047056905411198
22,2022,552387.27,3289290,0.16793510757640706,2518,1047886.0,0.31857513323543984,0.7655147463434359,2.6332,2.0355,2.7503,2.6062,2.0978,2.0337,2.0643,1.6129,1.6505,9.520541774638296,9.086507097337115
22,2023,621774.47,3289290,0.18902999431488254,4420,1089801.0,0.3313180047973879,1.34375503528117,2.1039,1.6445,2.2428,2.6332,2.0355,2.7503,2.6062,2.0978,2.0337,10.058077608693669,9.520541774638296
23,2006,530568.08,8217085,0.06456889273994366,0,843875.0,0.1026976111358225,0.0,2.7,1.92,1.86,2.5166,1.7224,1.7843,2.4309,1.6133,1.7114,7.623588627378201,7.187590947921313
23,2007,552584.76,8333806,0.06630641030040776,0,945695.0,0.11347696358662537,0.0,2.4986,1.6561,1.771,2.7,1.92,1.86,2.5166,1.7224,1.7843,7.717931583672574,7.516814737012116
23,2008,615539.66,8450528,0.07284037873136448,0,1059064.0,0.12532518678122834,0.0,2.3232,1.6452,1.8351,2.4986,1.6561,1.771,2.7,1.92,1.86,8.318444542530361,7.611328492089489
23,2009,665907.71,8547809,0.07790390613547869,0,1199623.0,0.1403427474806702,0.0,2.2012,1.5599,1.7766,2.3232,1.6452,1.8351,2.4986,1.6561,1.771,8.52387293913563,8.223773896106009
23,2010,820165.03,8538982,0.09604950918036834,1,1380603.0,0.16168238790057177,0.00011710997868364168,2.152,1.5629,1.6202,2.2012,1.5599,1.7766,2.3232,1.6452,1.8351,9.291072284729022,8.532684320449441
23,2011,943328.05,8530155,0.11058744536295062,5,1574354.0,0.18456335201411933,0.0005861558201462928,2.0898,1.6365,1.5366,2.152,1.5629,1.6202,2.2012,1.5599,1.7766,9.707609847593625,9.3006866815433
23,2012,1120767.7,8606005,0.13023089110452526,7,1751952.0,0.2035732026648834,0.0008133855371917632,1.9673,1.568,1.5244,2.0898,1.6365,1.5366,2.152,1.5629,1.6202,9.637282901671565,9.622050728473896
23,2013,1216335.29,8778576,0.1385572432248693,17,1926632.0,0.21946976366098556,0.0019365327588438035,1.9466,1.597,1.6244,1.9673,1.568,1.5244,2.0898,1.6365,1.5366,9.881506168745362,9.447831269923505
23,2014,1348677.04,8842791,0.1525171227048112,37,2093865.0,0.2367877969749596,0.004184199309923756,1.9259,1.5846,1.6554,1.9466,1.597,1.6244,1.9673,1.568,1.5244,10.515673447252118,9.809748177560682
23,2015,1331394.41,8904459,0.14951996634495143,55,2239184.0,0.2514677197121128,0.00617668069447004,2.008,1.5598,1.6995,1.9259,1.5846,1.6554,1.9466,1.597,1.6244,10.0606804404737,10.442846950982648
23,2016,1372176.49,8963663,0.15308211497911067,79,2339396.0,0.2609866078187009,0.008813361234129395,2.141,1.7632,1.7413,2.008,1.5598,1.6995,1.9259,1.5846,1.6554,9.796558320142111,9.994230761944085
23,2017,1381639.09,9020460,0.15316725421985133,153,2426700.0,0.26902175720528665,0.016961440990814217,2.0903,1.7393,1.718,2.141,1.7632,1.7413,2.008,1.5598,1.6995,10.034508669114436,9.734874645151134
23,2018,1329769.11,9075649,0.14652055296541328,238,2519818.0,0.27764603941822785,0.026224019902047778,2.307,1.8405,1.8815,2.0903,1.7393,1.718,2.141,1.7632,1.7413,10.059654290167018,9.973488845745356
23,2019,1385259.81,9132078,0.15169163141182107,498,2621751.0,0.2870924886975341,0.054533042753248495,2.2215,1.8185,1.8676,2.307,1.8405,1.8815,2.0903,1.7393,1.718,10.064294721300014,9.997493604292474
23,2020,1278277.44,9187103,0.13913825065420513,906,2704013.0,0.29432705826853145,0.09861650620440415,2.069,1.7069,1.6928,2.2215,1.8185,1.8676,2.307,1.8405,1.8815,9.587674587919608,10.004015891614582
23,2021,1326330.25,9240580,0.14353322518716358,1638,2785717.0,0.30146560064411543,0.17726160046230865,2.5037,2.1362,2.0422,2.069,1.7069,1.6928,2.2215,1.8185,1.8676,9.844777031809691,9.532188885297243
23,2022,1430938.9,9240580,0.15485379705602895,2629,2861850.0,0.30970458564289255,0.2845059509251584,2.5161,2.1324,2.7826,2.5037,2.1362,2.0422,2.069,1.7069,1.6928,9.938710728752957,9.844777031809691
23,2023,1526127.76,9240580,0.1651549751206093,4516,2949580.0,0.31919857844421023,0.4887139118973051,2.2235,1.768,2.32,2.5161,2.1324,2.7826,2.5037,2.1362,2.0422,10.275774119947018,9.938710728752957
24,2006,266639.72,3043760,0.08760208426419953,0,359141.0,0.11799254868977843,0.0,2.62,1.89,1.83,2.4135,1.7018,1.7637,2.2783,1.537,1.5479,10.13115645067285,9.436013177550135
24,2007,272333.34,3075098,0.08856086537729856,0,412819.0,0.13424580289798893,0.0,2.4411,1.5796,1.7423,2.62,1.89,1.83,2.4135,1.7018,1.7637,10.832246559394205,10.027910901798903
24,2008,304051.81,3106436,0.09787802162993219,0,467837.0,0.15060249108624804,0.0,2.3413,1.6362,1.7899,2.4411,1.5796,1.7423,2.62,1.89,1.83,10.824188959791865,10.722969901939072
24,2009,334293.33,3137541,0.10654628258244275,0,521838.0,0.16632069509211195,0.0,2.2445,1.5859,1.7419,2.3413,1.6362,1.7899,2.4411,1.5796,1.7423,10.692234352666627,10.716879956469096
24,2010,403549.73,3168099,0.12737914124527042,1,585376.0,0.18477200365266364,0.0003156467016971376,2.1929,1.6038,1.6038,2.2445,1.5859,1.7419,2.3413,1.6362,1.7899,11.42151870885348,10.589102065023852
24,2011,484517.1,3198657,0.1514751659837238,6,646651.0,0.20216328290279326,0.001875787244459159,2.0898,1.7057,1.5366,2.1929,1.6038,1.6038,2.2445,1.5859,1.7419,11.83145697844439,11.312404549784487
24,2012,561903.62,3228198,0.17406107679888283,9,709735.0,0.2198548540083353,0.00278793308217154,1.96,1.6188,1.4881,2.0898,1.7057,1.5366,2.1929,1.6038,1.6038,12.296289062566794,11.723188194869087
24,2013,605600.69,3373959,0.17949260497830588,21,771186.0,0.2285700567197171,0.006224142024251035,1.974,1.6587,1.549,1.96,1.6188,1.4881,2.0898,1.7057,1.5366,12.147814188702352,11.765067613210475
24,2014,652345.85,3408510,0.19138739507878808,41,828988.0,0.2432112565314463,0.0120287163599344,1.9517,1.6876,1.6103,1.974,1.6587,1.549,1.96,1.6188,1.4881,11.69173531601785,12.024675594996054
24,2015,644783.75,3442175,0.1873187011119423,62,878457.0,0.2552040497650468,0.018011867496568305,1.9614,1.5715,1.6297,1.9517,1.6876,1.6103,1.974,1.6587,1.549,11.406215965661247,11.577388349517383
24,2016,651680.24,3474998,0.1875339899476201,88,917437.0,0.26401079943067596,0.0253237555820176,2.0972,1.7468,1.692,1.9614,1.5715,1.6297,1.9517,1.6876,1.6103,10.894506159485559,11.29847886001661
24,2017,661020.14,3507003,0.18848576405551978,171,957067.0,0.2729016770159592,0.04875958189941668,2.0531,1.7127,1.6755,2.0972,1.7468,1.692,1.9614,1.5715,1.6297,11.220409845357988,10.795082614756817
24,2018,608089.12,3479010,0.17478797703944512,267,994351.0,0.28581435523324167,0.07674597083653108,2.266,1.779,1.82,2.0531,1.7127,1.6755,2.0972,1.7468,1.692,11.272643128993593,11.310692118993622
24,2019,620525.15,3506853,0.1769464388726873,566,1031948.0,0.2942661126656863,0.1613982679057263,2.2068,1.7743,1.8087,2.266,1.779,1.82,2.0531,1.7127,1.6755,11.429601848010167,11.183142884004548
24,2020,577782.81,3534165,0.16348495613532477,1010,1061280.0,0.300291582311522,0.285781790040929,2.1066,1.6975,1.6458,2.2068,1.7743,1.8087,2.266,1.779,1.82,10.687719096929543,11.341273972635687
24,2021,595237.02,3560903,0.16715900994775765,1749,1094803.0,0.3074509471333535,0.49116754935475637,2.6019,2.1918,2.0422,2.1066,1.6975,1.6458,2.2068,1.7743,1.8087,10.510830286138093,10.6074674772663
24,2022,617546.07,3560903,0.17342400789911996,2996,1127409.0,0.3166076132935943,0.8413596214218697,2.609,2.1364,2.718,2.6019,2.1918,2.0422,2.1066,1.6975,1.6458,11.328141587091814,10.510830286138093
24,2023,671883.03,3560903,0.18868332835800358,5134,1164532.0,0.3270327779217799,1.4417691242923494,2.212,1.7564,2.2737,2.609,2.1364,2.718,2.6019,2.1918,2.0422,11.681830774048043,11.328141587091814
25,2006,281008.49,3623215,0.07755777396593909,0,334183.0,0.09223383100368043,0.0,2.59,1.89,1.83,2.4135,1.6915,1.7328,2.2456,1.5261,1.5261,7.747891736813852,6.970271642643342
25,2007,301021.96,3682910,0.0817348129604036,0,380487.0,0.1033115118208156,0.0,2.422,1.6561,1.7519,2.59,1.89,1.83,2.4135,1.6915,1.7328,7.873190165548438,7.622308869670994
25,2008,341331.35,3742604,0.09120156714415951,0,435555.0,0.11637752751827338,0.0,2.2147,1.591,1.7899,2.422,1.6561,1.7519,2.59,1.89,1.83,8.359630715886585,7.747613905345048
25,2009,359084.68,3769977,0.09524850682112915,0,493952.0,0.13102255000494697,0.0,2.0972,1.4646,1.7592,2.2147,1.591,1.7899,2.422,1.6561,1.7519,8.694168526147507,8.298933217841912
25,2010,444825.64,3780646,0.11765863294262409,1,565387.0,0.14954772279658027,0.0002645050607753278,2.0047,1.5138,1.612,2.0972,1.4646,1.7592,2.2147,1.591,1.7899,8.86686878380044,8.669633543500238
25,2011,511689.33,3791315,0.13496354958635726,4,643244.0,0.16966250496199867,0.0010550429072762352,1.9669,1.6135,1.5213,2.0047,1.5138,1.612,2.0972,1.4646,1.7592,9.036244606079949,8.841916854706085
25,2012,588349.21,3815171,0.15421306410643193,7,711533.0,0.18650094582916468,0.001834780144848029,1.8874,1.5753,1.4664,1.9669,1.6135,1.5213,2.0047,1.5138,1.612,9.524843436244405,8.979741594465883
25,2013,625181.69,3914421,0.1597124300119992,16,774307.0,0.19780882025719768,0.004087449970251028,1.9055,1.549,1.549,1.8874,1.5753,1.4664,1.9669,1.6135,1.5213,9.425686981522938,9.283341382416456
25,2014,686269.95,3943885,0.17400861079874286,34,834509.0,0.21159567279471891,0.008620941026424451,1.8422,1.4751,1.5652,1.9055,1.549,1.549,1.8874,1.5753,1.4664,9.901455396138578,9.3552695020012
25,2015,662396.75,3972202,0.16675807272641222,53,889433.0,0.22391434272476576,0.013342725269258714,1.8567,1.3969,1.6064,1.8422,1.4751,1.5652,1.9055,1.549,1.549,9.692775894252105,9.830869984708734
25,2016,694589.7,3999415,0.17367282465060513,76,932755.0,0.2332228588431058,0.01900277915645163,2.0042,1.6537,1.6373,1.8567,1.3969,1.6064,1.8422,1.4751,1.5652,9.375154541501693,9.626823871166158
25,2017,713021.85,4025558,0.17712373042445295,145,973601.0,0.24185491800142986,0.03601985116100675,1.9414,1.5957,1.617,2.0042,1.6537,1.6373,1.8567,1.3969,1.6064,9.48482795858363,9.314269897639035
25,2018,637788.09,3996496,0.159586820554806,223,1017041.0,0.2544831772632826,0.0557988798187212,2.1686,1.6252,1.7636,1.9414,1.5957,1.617,2.0042,1.6537,1.6373,9.432620404274145,9.553800395971871
25,2019,653092.79,4018127,0.16253662216251502,471,1062968.0,0.26454315655030314,0.11721879373150725,2.0986,1.6121,1.7595,2.1686,1.6252,1.7636,1.9414,1.5957,1.617,9.506736673753716,9.38184126962637
25,2020,621657.74,4039277,0.15390322079916777,868,1104608.0,0.2734667615021203,0.21488994193762895,1.9138,1.4671,1.5847,2.0986,1.6121,1.7595,2.1686,1.6252,1.7636,9.183329878515389,9.456958587068923
25,2021,663078.18,4059905,0.16332357037910986,1482,1146815.0,0.2824733583667598,0.36503317195845714,2.3926,1.9739,1.9269,1.9138,1.4671,1.5847,2.0986,1.6121,1.7595,8.907312413418541,9.136670232850276
25,2022,698823.66,4059905,0.17212808181472228,2411,1181431.0,0.29099966624834817,0.593856260183428,2.4232,1.8901,2.6332,2.3926,1.9739,1.9269,1.9138,1.4671,1.5847,9.117684304164753,8.907312413418541
25,2023,760013.56,4059905,0.1871998384198645,4291,1227084.0,0.30224451064741664,1.05692128264085,2.073,1.5557,2.1811,2.4232,1.8901,2.6332,2.3926,1.9739,1.9269,9.76492920184093,9.117684304164753
26,2006,637645.57,8502603,0.07499416002370098,0,910913.0,0.10713342725751161,0.0,2.64,1.85,1.84,2.4444,1.6296,1.7328,2.2892,1.4607,1.5588,8.791181858532028,8.499403516334938
26,2007,621960.22,8618400,0.07216655295646524,0,1007298.0,0.11687761069340016,0.0,2.489,1.5508,1.7614,2.64,1.85,1.84,2.4444,1.6296,1.7328,9.172568857224078,8.673063357920263
26,2008,676940.04,8734196,0.07750456252641914,0,1123702.0,0.12865545952941748,0.0,2.3503,1.5367,1.8079,2.489,1.5508,1.7614,2.64,1.85,1.84,9.380214527084119,9.050961008786613
26,2009,701324.89,8810256,0.07960323627372462,0,1260157.0,0.14303296067673857,0.0,2.2272,1.4559,1.7679,2.3503,1.5367,1.8079,2.489,1.5508,1.7614,9.815775313725277,9.299234006548732
26,2010,898932.82,8837581,0.10171706714767309,1,1427910.0,0.16157249364956316,0.00011315313545641053,2.1438,1.522,1.6365,2.2272,1.4559,1.7679,2.3503,1.5367,1.8079,10.99732607825603,9.785425825505872
26,2011,1106865.97,8864906,0.1248593013845832,6,1603534.0,0.18088561796368738,0.0006768261276543711,2.0514,1.6212,1.5443,2.1438,1.522,1.6365,2.2272,1.4559,1.7679,11.472364357005027,10.963428151409614
26,2012,1290226.16,8931028,0.14446558223756548,9,1766857.0,0.1978335528675982,0.0010077227391964284,1.9745,1.5535,1.5027,2.0514,1.6212,1.5443,2.1438,1.522,1.6365,12.256693871243042,11.387427250547194
26,2013,1379495.06,9208550,0.14980589343599154,21,1916608.0,0.20813352807988228,0.0022804893278529194,1.9397,1.5559,1.5559,1.9745,1.5535,1.5027,2.0514,1.6212,1.5443,12.1945422081218,11.887308658963681
26,2014,1497221.78,9277727,0.16137808107524612,43,2047819.0,0.22072421402354261,0.004634755905191002,1.8873,1.5395,1.5846,1.9397,1.5559,1.5559,1.9745,1.5535,1.5027,12.33552974032325,12.103616721056785
26,2015,1377723.97,9345173,0.14742626701506756,63,2146257.0,0.22966476918083806,0.006741448232151508,1.9672,1.4492,1.6297,1.8873,1.5395,1.5846,1.9397,1.5559,1.5559,11.518721069090963,12.246501732081365
26,2016,1441149.79,9410336,0.15314541266114196,91,2212466.0,0.23511020222869833,0.009670217939083153,2.0261,1.6208,1.6482,1.9672,1.4492,1.6297,1.8873,1.5395,1.5846,11.281321731083779,11.438958303869278
26,2017,1494982.01,9473266,0.1578106230733941,179,2281636.0,0.24084998774445898,0.018895278566019365,1.952,1.5744,1.5957,2.0261,1.6208,1.6482,1.9672,1.4492,1.6297,11.73092420204394,11.206380989787473
26,2018,1311137.67,9496294,0.13806835277003848,272,2359420.0,0.24845692435385847,0.028642752635923023,2.2045,1.6508,1.7943,1.952,1.5744,1.5957,2.0261,1.6208,1.6482,11.491687963873064,11.702477344509342
26,2019,1367866.54,9557071,0.14312612514859416,576,2448663.0,0.2562147963534016,0.0602695114434119,2.1232,1.6563,1.8185,2.2045,1.6508,1.7943,1.952,1.5744,1.5957,11.631984593344551,11.418608008792653
26,2020,1273074.01,9616621,0.13238267474615045,1003,2515849.0,0.26161465654100335,0.1042985888702487,2.0079,1.5894,1.6881,2.1232,1.6563,1.8185,2.2045,1.6508,1.7943,10.607755571328015,11.559954648259508
26,2021,1317326.97,9674793,0.13616073956311003,1773,2592408.0,0.26795488027495784,0.1832597348594435,2.4567,2.0337,2.0081,2.0079,1.5894,1.6881,2.1232,1.6563,1.8185,10.653961638176652,10.543973911390145
26,2022,1354426.64,9674793,0.13999541282175235,2889,2661755.0,0.275122682211392,0.2986110400501592,2.4717,1.9709,2.7624,2.4567,2.0337,2.0081,2.0079,1.5894,1.6881,10.92487204286438,10.653961638176652
26,2023,1464095.65,9674793,0.15133095354081477,5023,2749389.0,0.2841806537876314,0.5191842347428002,2.0961,1.6097,2.2544,2.4717,1.9709,2.7624,2.4567,2.0337,2.0081,11.430453590872693,10.92487204286438
27,2006,168899.39,3050652,0.05536501377410469,0,211298.0,0.0692632263529239,0.0,2.8,1.95,1.87,2.6404,1.7224,1.7637,2.3873,1.4607,1.5697,7.681920328801843,7.301179342153743
27,2007,163490.35,3089106,0.05292481060863564,0,234823.0,0.07601649150271955,0.0,2.6805,1.6944,1.7806,2.8,1.95,1.87,2.6404,1.7224,1.7637,8.141661965759674,7.586293773959198
27,2008,172374.63,3127560,0.05511473161186356,0,262894.0,0.08405722032510966,0.0,2.495,1.6271,1.817,2.6805,1.6944,1.7806,2.8,1.95,1.87,8.282116742924197,8.04155854033176
27,2009,179400.47,3156108,0.056842310212451536,0,297113.0,0.09413904720624262,0.0,2.3312,1.5339,1.7679,2.495,1.6271,1.817,2.6805,1.6944,1.7806,8.307495294520974,8.207202364589552
27,2010,245327.83,3149746,0.07788813129693632,1,337616.0,0.10718832566181527,0.000317485917912111,2.2338,1.6038,1.6365,2.3312,1.5339,1.7679,2.495,1.6271,1.817,8.614357475174188,8.324275150758188
27,2011,303096.08,3143384,0.09642349773365265,4,381499.0,0.12136570014990214,0.0012725139531154959,2.1667,1.7364,1.5366,2.2338,1.6038,1.6365,2.3312,1.5339,1.7679,9.297661155302693,8.631792361353241
27,2012,363832.65,3165472,0.11493788288128912,7,429331.0,0.1356293784939497,0.0022113605806653794,2.0036,1.6478,1.4881,2.1667,1.7364,1.5366,2.2338,1.6038,1.6365,9.36206682520016,9.23278402494162
27,2013,400517.97,3300935,0.12133470365214703,16,474857.0,0.1438553016039395,0.004847111500226451,1.9809,1.6656,1.5628,2.0036,1.6478,1.4881,2.1667,1.7364,1.5366,8.985525597565537,8.977868512194272
27,2014,441612.03,3321730,0.13294639540239575,32,519041.0,0.15625622792942231,0.009633534333013219,1.9324,1.6296,1.5846,1.9809,1.6656,1.5628,2.0036,1.6478,1.4881,9.099609676433666,8.929273582861942
27,2015,425872.69,3340932,0.12747122359868443,52,555241.0,0.16619344542181644,0.015564519122209013,1.9672,1.5365,1.6239,1.9324,1.6296,1.5846,1.9809,1.6656,1.5628,9.517783152156344,9.047309687985269
